Year,Month,From_City,Total_Count,Stay_Prob,Outflow_Count,To_Top1,To_Top1_Count,To_Top2,To_Top2_Count,To_Top3,To_Top3_Count,To_Top4,To_Top4_Count,To_Top5,To_Top5_Count,To_Top6,To_Top6_Count,To_Top7,To_Top7_Count,To_Top8,To_Top8_Count,To_Top9,To_Top9_Count,To_Top10,To_Top10_Count,To_Top11,To_Top11_Count,To_Top12,To_Top12_Count,To_Top13,To_Top13_Count,To_Top14,To_Top14_Count,To_Top15,To_Top15_Count,To_Top16,To_Top16_Count,To_Top17,To_Top17_Count,To_Top18,To_Top18_Count,To_Top19,To_Top19_Count,To_Top20,To_Top20_Count
2014,12,信阳市(4115),6141792,0.785333278,1318438,上海市(3101),161943,北京市(1101),156128,苏州市(3205),102201,唐山市(1302),78721,济南市(3701),75470,南阳市(4113),62712,杭州市(3301),61568,郑州市(4101),47125,东莞市(4419),43692,嘉兴市(3304),42534,无锡市(3202),34534,武汉市(4201),32277,南京市(3201),31935,衡水市(1311),31619,洛阳市(4103),31230,深圳市(4403),29024,开封市(4102),27596,惠州市(4413),24478,长春市(2201),19653,新乡市(4107),19289
2015,12,信阳市(4115),6224800,0.8037,1221928,上海市(3101),150692,北京市(1101),144351,苏州市(3205),95160,唐山市(1302),73223,济南市(3701),70200,杭州市(3301),60673,南阳市(4113),58333,嘉兴市(3304),42505,武汉市(4201),35309,郑州市(4101),34746,无锡市(3202),33467,东莞市(4419),29927,南京市(3201),29705,衡水市(1311),29411,洛阳市(4103),29049,深圳市(4403),27568,开封市(4102),25669,惠州市(4413),24410,常州市(3204),20968,湖州市(3305),18990
2016,12,信阳市(4115),6310606,0.836863428,1029491,上海市(3101),127453,北京市(1101),121408,苏州市(3205),80484,唐山市(1302),61931,济南市(3701),59374,杭州市(3301),53889,南阳市(4113),49336,嘉兴市(3304),38017,武汉市(4201),33759,无锡市(3202),29245,南京市(3201),25124,衡水市(1311),24875,洛阳市(4103),24569,深圳市(4403),23798,郑州市(4101),22263,惠州市(4413),21806,开封市(4102),21710,常州市(3204),20430,湖州市(3305),17656,东莞市(4419),17231
2017,12,信阳市(4115),6380550,0.85,957082,上海市(3101),118830,北京市(1101),112744,苏州市(3205),75039,唐山市(1302),57741,济南市(3701),55357,杭州市(3301),51946,南阳市(4113),45999,嘉兴市(3304),36813,武汉市(4201),34051,无锡市(3202),27888,南京市(3201),23424,衡水市(1311),23192,洛阳市(4103),22907,深圳市(4403),22507,惠州市(4413),21098,常州市(3204),20830,开封市(4102),20241,湖州市(3305),17516,郑州市(4101),16044,长春市(2201),14416
2018,12,信阳市(4115),6433147,0.85,964972,上海市(3101),120086,北京市(1101),113583,苏州市(3205),75833,唐山市(1302),58351,济南市(3701),55942,杭州市(3301),53830,南阳市(4113),46485,嘉兴市(3304),38274,武汉市(4201),36431,无锡市(3202),28670,南京市(3201),23672,衡水市(1311),23438,洛阳市(4103),23149,深圳市(4403),22995,常州市(3204),22448,惠州市(4413),21923,开封市(4102),20456,湖州市(3305),18528,佛山市(4406),14646,长春市(2201),14568
2019,12,信阳市(4115),6477853,0.85,971678,上海市(3101),121155,北京市(1101),114303,苏州市(3205),76508,唐山市(1302),58871,济南市(3701),56440,杭州市(3301),55409,南阳市(4113),46899,嘉兴市(3304),39498,武汉市(4201),38420,无锡市(3202),29326,南京市(3201),23883,常州市(3204),23800,衡水市(1311),23646,深圳市(4403),23405,洛阳市(4103),23355,惠州市(4413),22614,开封市(4102),20638,湖州市(3305),19375,佛山市(4406),14897,广州市(4401),14879
2020,12,信阳市(4115),6551514,0.85,982727,上海市(3101),122739,北京市(1101),115547,苏州市(3205),77508,唐山市(1302),59640,济南市(3701),57178,杭州市(3301),57075,南阳市(4113),47512,嘉兴市(3304),40771,武汉市(4201),40348,无锡市(3202),30054,常州市(3204),25098,南京市(3201),24195,衡水市(1311),23955,深圳市(4403),23888,洛阳市(4103),23660,惠州市(4413),23334,开封市(4102),20907,湖州市(3305),20212,广州市(4401),15246,佛山市(4406),15196
2000,12,六安市(3415),6667567,0.5703,2865054,合肥市(3401),675644,上海市(3101),581990,苏州市(3205),309708,无锡市(3202),199459,嘉兴市(3304),146074,杭州市(3301),118513,南通市(3206),112986,亳州市(3416),99245,深圳市(4403),65044,南京市(3201),53448,温州市(3303),42943,金华市(3307),37393,台州市(3310),37285,常州市(3204),36960,淮南市(3404),34679,宁波市(3302),34671,双鸭山市(2305),28561,镇江市(3211),28342,东莞市(4419),27563,中山市(4420),25534
2001,12,六安市(3415),6610495,0.72367672,1826634,上海市(3101),425919,合肥市(3401),313545,苏州市(3205),229021,无锡市(3202),116970,嘉兴市(3304),91911,杭州市(3301),71422,南通市(3206),69288,亳州市(3416),63615,南京市(3201),49059,宁波市(3302),41075,深圳市(4403),40591,温州市(3303),35663,常州市(3204),34551,淮南市(3404),22769,台州市(3310),22496,金华市(3307),21009,双鸭山市(2305),18307,东莞市(4419),17668,中山市(4420),16367,镇江市(3211),16236
2002,12,六安市(3415),6678330,0.809535551,1271984,上海市(3101),333213,苏州市(3205),178373,合肥市(3401),150352,无锡市(3202),75202,嘉兴市(3304),61316,杭州市(3301),47201,亳州市(3416),44698,南通市(3206),44693,南京市(3201),42420,宁波市(3302),39637,常州市(3204),30972,温州市(3303),29202,深圳市(4403),26668,淮南市(3404),16228,台州市(3310),14861,双鸭山市(2305),12863,金华市(3307),12738,东莞市(4419),12414,中山市(4420),11500,马鞍山市(3405),10251
2003,12,六安市(3415),6731513,0.85,1009727,上海市(3101),290519,苏州市(3205),153658,合肥市(3401),77948,无锡市(3202),55775,嘉兴市(3304),45367,南京市(3201),38536,宁波市(3302),38272,亳州市(3416),35883,杭州市(3301),35701,南通市(3206),31622,常州市(3204),29138,温州市(3303),25648,深圳市(4403),19277,淮南市(3404),13123,台州市(3310),11204,双鸭山市(2305),10327,东莞市(4419),9966,中山市(4420),9232,金华市(3307),8812,马鞍山市(3405),8230
2004,12,六安市(3415),6775950,0.85,1016392,上海市(3101),313443,苏州市(3205),163237,无锡市(3202),53664,合肥市(3401),51691,宁波市(3302),43104,南京市(3201),41958,嘉兴市(3304),41457,亳州市(3416),36563,杭州市(3301),34384,常州市(3204),32565,温州市(3303),27377,南通市(3206),27200,深圳市(4403),17034,淮南市(3404),13407,台州市(3310),10710,双鸭山市(2305),10522,东莞市(4419),10155,中山市(4420),9407,马鞍山市(3405),8386,信阳市(4115),8040
2005,12,六安市(3415),6810000,0.8399,1090281,上海市(3101),350702,苏州市(3205),179669,无锡市(3202),56980,宁波市(3302),48323,南京市(3201),46497,合肥市(3401),45545,亳州市(3416),39683,嘉兴市(3304),39362,常州市(3204),36471,杭州市(3301),35450,温州市(3303),30129,南通市(3206),23751,深圳市(4403),15428,淮南市(3404),14557,双鸭山市(2305),11420,东莞市(4419),11021,台州市(3310),10894,中山市(4420),10210,马鞍山市(3405),9101,信阳市(4115),8726
2006,12,六安市(3415),6607737,0.791473929,1377885,上海市(3101),454152,苏州市(3205),224383,合肥市(3401),74978,无锡市(3202),72847,宁波市(3302),58507,南京市(3201),55686,亳州市(3416),50706,常州市(3204),45867,嘉兴市(3304),43100,杭州市(3301),43015,温州市(3303),36178,南通市(3206),23105,淮南市(3404),17651,深圳市(4403),15820,双鸭山市(2305),14592,东莞市(4419),14083,中山市(4420),13046,台州市(3310),13035,马鞍山市(3405),11629,信阳市(4115),11150
2007,12,六安市(3415),6051652,0.731206344,1626646,上海市(3101),546679,苏州市(3205),252873,合肥市(3401),137166,无锡市(3202),87030,宁波市(3302),60575,亳州市(3416),60481,南京市(3201),55824,常州市(3204),52622,杭州市(3301),48586,嘉兴市(3304),43522,温州市(3303),36438,南通市(3206),19720,淮南市(3404),18355,双鸭山市(2305),17405,东莞市(4419),16797,中山市(4420),15561,深圳市(4403),14614,台州市(3310),14546,马鞍山市(3405),13871,信阳市(4115),13300
2008,12,六安市(3415),5367204,0.673484343,1752476,上海市(3101),598145,苏州市(3205),255598,合肥市(3401),210932,无锡市(3202),94805,亳州市(3416),65713,常州市(3204),54467,宁波市(3302),53870,杭州市(3301),50208,南京市(3201),46911,嘉兴市(3304),40231,温州市(3303),30589,双鸭山市(2305),18911,东莞市(4419),18250,中山市(4420),16907,淮南市(3404),16442,北京市(1101),15091,马鞍山市(3405),15071,台州市(3310),14778,南通市(3206),14476,信阳市(4115),14450
2009,12,六安市(3415),4772763,0.630461438,1763720,上海市(3101),609369,合肥市(3401),265892,苏州市(3205),242379,无锡市(3202),96263,亳州市(3416),66487,常州市(3204),52815,杭州市(3301),48952,宁波市(3302),44380,嘉兴市(3304),35861,南京市(3201),35814,温州市(3303),22733,双鸭山市(2305),19134,东莞市(4419),18465,中山市(4420),17106,北京市(1101),15953,马鞍山市(3405),15249,信阳市(4115),14620,台州市(3310),13975,淮南市(3404),13668,金华市(3307),12421
2010,12,六安市(3415),4610000,0.6135,1781765,上海市(3101),621529,合肥市(3401),291103,苏州市(3205),238194,无锡市(3202),97766,亳州市(3416),67227,常州市(3204),52430,杭州市(3301),48788,宁波市(3302),40581,嘉兴市(3304),34456,南京市(3201),31273,双鸭山市(2305),19347,东莞市(4419),18671,温州市(3303),18222,中山市(4420),17296,北京市(1101),16408,马鞍山市(3405),15419,信阳市(4115),14783,台州市(3310),13205,淮南市(3404),12562,芜湖市(3402),12502
2011,12,六安市(3415),4486088,0.616123355,1722104,上海市(3101),605326,合肥市(3401),277331,苏州市(3205),230081,无锡市(3202),95954,亳州市(3416),64784,常州市(3204),51270,杭州市(3301),48695,宁波市(3302),39137,嘉兴市(3304),33204,南京市(3201),30211,双鸭山市(2305),18644,东莞市(4419),17992,中山市(4420),16668,北京市(1101),15811,温州市(3303),15628,马鞍山市(3405),14858,信阳市(4115),14246,淮南市(3404),12495,绍兴市(3306),12401,芜湖市(3402),12053
2012,12,六安市(3415),4471350,0.624382807,1679516,上海市(3101),594292,合肥市(3401),258520,苏州市(3205),225487,无锡市(3202),96987,亳州市(3416),62889,常州市(3204),51835,杭州市(3301),51815,宁波市(3302),38201,嘉兴市(3304),32234,南京市(3201),29829,双鸭山市(2305),18099,东莞市(4419),17466,中山市(4420),16180,北京市(1101),15341,马鞍山市(3405),14424,信阳市(4115),13829,温州市(3303),13554,淮南市(3404),13286,绍兴市(3306),12362,芜湖市(3402),11705
2013,12,六安市(3415),4466040,0.639122194,1611695,上海市(3101),574080,合肥市(3401),227299,苏州市(3205),219616,无锡市(3202),97806,亳州市(3416),60032,杭州市(3301),56087,常州市(3204),52578,宁波市(3302),37007,嘉兴市(3304),30772,南京市(3201),29774,双鸭山市(2305),17276,东莞市(4419),16673,中山市(4420),15445,北京市(1101),14623,淮南市(3404),14558,马鞍山市(3405),13768,信阳市(4115),13201,绍兴市(3306),12052,温州市(3303),11728,芜湖市(3402),11178
2014,12,六安市(3415),4472360,0.661639092,1513272,上海市(3101),543095,苏州市(3205),212212,合肥市(3401),183652,无锡市(3202),97264,杭州市(3301),60272,亳州市(3416),56091,常州市(3204),52932,宁波市(3302),35562,南京市(3201),30187,嘉兴市(3304),28757,双鸭山市(2305),16142,淮南市(3404),16106,东莞市(4419),15578,中山市(4420),14431,北京市(1101),13625,马鞍山市(3405),12864,信阳市(4115),12334,绍兴市(3306),11420,芜湖市(3402),10448,温州市(3303),10220
2015,12,六安市(3415),4490000,0.6939,1374389,上海市(3101),497887,苏州市(3205),201733,合肥市(3401),128988,无锡市(3202),93835,杭州市(3301),62768,常州市(3204),52044,亳州市(3416),50765,宁波市(3302),33655,南京市(3201),30852,嘉兴市(3304),26033,淮南市(3404),17547,双鸭山市(2305),14609,东莞市(4419),14099,中山市(4420),13061,北京市(1101),12276,马鞍山市(3405),11643,信阳市(4115),11163,绍兴市(3306),10388,芜湖市(3402),9460,金华市(3307),9054
2016,12,六安市(3415),4515177,0.737871477,1183557,上海市(3101),432438,苏州市(3205),181435,无锡市(3202),84765,合肥市(3401),80608,杭州市(3301),59960,常州市(3204),47826,亳州市(3416),43630,宁波市(3302),30185,南京市(3201),29542,嘉兴市(3304),22381,淮南市(3404),17403,双鸭山市(2305),12556,东莞市(4419),12117,中山市(4420),11225,北京市(1101),10503,马鞍山市(3405),10007,信阳市(4115),9594,绍兴市(3306),8928,芜湖市(3402),8133,金华市(3307),7781
2017,12,六安市(3415),4539243,0.797192851,920591,上海市(3101),338399,苏州市(3205),145372,无锡市(3202),68112,杭州市(3301),49889,合肥市(3401),45941,常州市(3204),38856,亳州市(3416),33890,南京市(3201),24615,宁波市(3302),24141,嘉兴市(3304),17388,淮南市(3404),14798,双鸭山市(2305),9753,东莞市(4419),9412,中山市(4420),8719,北京市(1101),8132,马鞍山市(3405),7773,信阳市(4115),7452,绍兴市(3306),6935,芜湖市(3402),6319,南通市(3206),6163
2018,12,六安市(3415),4556550,0.85,683482,上海市(3101),252422,苏州市(3205),110375,无锡市(3202),51824,杭州市(3301),38909,常州市(3204),29800,亳州市(3416),25136,合肥市(3401),24483,南京市(3201),19216,宁波市(3302),18304,嘉兴市(3304),12898,淮南市(3404),11712,双鸭山市(2305),7234,东莞市(4419),6981,中山市(4420),6467,北京市(1101),6016,马鞍山市(3405),5765,信阳市(4115),5527,绍兴市(3306),5144,南通市(3206),4788,芜湖市(3402),4687
2019,12,六安市(3415),4571800,0.85,685770,上海市(3101),254239,苏州市(3205),112747,无锡市(3202),53025,杭州市(3301),40570,常州市(3204),30680,亳州市(3416),25200,南京市(3201),20051,宁波市(3302),18678,合肥市(3401),16688,嘉兴市(3304),12933,淮南市(3404),12345,双鸭山市(2305),7252,东莞市(4419),6999,中山市(4420),6484,北京市(1101),6019,马鞍山市(3405),5780,信阳市(4115),5541,绍兴市(3306),5157,南通市(3206),4977,芜湖市(3402),4700
2020,12,六安市(3415),4609842,0.85,691476,上海市(3101),257186,苏州市(3205),115392,无锡市(3202),54342,杭州市(3301),42211,常州市(3204),31600,亳州市(3416),25393,南京市(3201),20874,宁波市(3302),19099,嘉兴市(3304),13033,淮南市(3404),12953,合肥市(3401),10122,双鸭山市(2305),7308,东莞市(4419),7052,中山市(4420),6533,北京市(1101),6054,马鞍山市(3405),5824,信阳市(4115),5584,绍兴市(3306),5196,南通市(3206),5166,芜湖市(3402),4737
2000,12,阜阳市(3412),8028000,0.6514,2798561,上海市(3101),204580,深圳市(4403),185674,东莞市(4419),174335,嘉兴市(3304),156188,常州市(3204),147900,无锡市(3202),139047,温州市(3303),128736,宁波市(3302),119093,绍兴市(3306),116618,商丘市(4114),115833,揭阳市(4452),114993,淮北市(3406),101303,保定市(1306),94456,苏州市(3205),89036,台州市(3310),88798,北京市(1101),82595,杭州市(3301),81418,合肥市(3401),71871,廊坊市(1310),71067,南京市(3201),68542
2001,12,阜阳市(3412),8088257,0.775744826,1813833,上海市(3101),201212,东莞市(4419),104223,深圳市(4403),99086,宁波市(3302),95834,常州市(3204),87124,无锡市(3202),83804,嘉兴市(3304),80811,温州市(3303),75158,商丘市(4114),71697,揭阳市(4452),71177,杭州市(3301),68614,绍兴市(3306),62918,淮北市(3406),62703,北京市(1101),61248,合肥市(3401),61210,保定市(1306),58465,苏州市(3205),57966,台州市(3310),45844,廊坊市(1310),43988,威海市(3710),42028
2002,12,阜阳市(3412),8249504,0.85,1237426,上海市(3101),176154,宁波市(3302),76255,东莞市(4419),66008,深圳市(4403),55493,杭州市(3301),55095,常州市(3204),54358,无锡市(3202),52517,合肥市(3401),48999,温州市(3303),47165,商丘市(4114),47073,揭阳市(4452),46731,北京市(1101),45313,嘉兴市(3304),44716,淮北市(3406),41168,苏州市(3205),40062,保定市(1306),38385,绍兴市(3306),36517,廊坊市(1310),28880,威海市(3710),27593,台州市(3310),25277
2003,12,阜阳市(3412),8355470,0.85,1253321,上海市(3101),208585,宁波市(3302),85883,东莞市(4419),62606,杭州市(3301),61830,合肥市(3401),55017,常州市(3204),50785,无锡市(3202),48509,北京市(1101),48151,商丘市(4114),46345,深圳市(4403),46107,揭阳市(4452),46009,温州市(3303),44997,苏州市(3205),41533,淮北市(3406),40532,保定市(1306),37792,嘉兴市(3304),37631,绍兴市(3306),32541,廊坊市(1310),28434,威海市(3710),27167,台州市(3310),21381
2004,12,阜阳市(3412),8425524,0.85,1263829,上海市(3101),230370,宁波市(3302),92498,杭州市(3301),66179,东莞市(4419),59762,合肥市(3401),59665,北京市(1101),49860,常州市(3204),47756,商丘市(4114),45990,揭阳市(4452),45657,无锡市(3202),44510,温州市(3303),43848,苏州市(3205),43396,淮北市(3406),40221,深圳市(4403),38226,保定市(1306),37502,嘉兴市(3304),32573,绍兴市(3306),30235,廊坊市(1310),28216,威海市(3710),26959,天津市(1201),23822
2005,12,阜阳市(3412),8470000,0.85,1270500,上海市(3101),239861,宁波市(3302),95557,杭州市(3301),68150,合肥市(3401),63569,东莞市(4419),57627,北京市(1101),50746,商丘市(4114),46174,苏州市(3205),45858,揭阳市(4452),45839,常州市(3204),45377,温州市(3303),43771,无锡市(3202),40861,淮北市(3406),40382,保定市(1306),37652,深圳市(4403),31822,绍兴市(3306),29660,嘉兴市(3304),29273,廊坊市(1310),28329,威海市(3710),27066,天津市(1201),26440
